id,from,to,type,speed,length,cost
:360937416_7,to_142955641#0,from_1033630305#0,internal,7.41,7.56,1.020242914979757
:360937416_8,to_142955641#0,from_-142955641#1,internal,3.65,2.34,0.6410958904109589
:5470397703_1,to_142955641#2,from_568629062#0,internal,22.22,0.31,0.013951395139513953
:9523446277_1,to_142955643#0,from_1033719116,internal,19.45,0.15,0.007712082262210797
:1610361584_12,to_147910867#0,from_-229374470,internal,6.29,9.04,1.437201907790143
:1610361584_13,to_147910867#0,from_147910867#5,internal,13.89,15.29,1.1007919366450682
:1610361584_14,to_147910867#0,from_147910879#0,internal,8.67,6.23,0.718569780853518
:1610361584_15,to_147910867#0,from_-147910867#4,internal,3.65,2.34,0.6410958904109589
:1610361585_0,to_147910867#5,from_-147910867#5,internal,3.65,4.67,1.2794520547945205
:1610361586_8,to_147910879#0,from_-147910884,internal,7.37,10.52,1.4274084124830393
:1610361586_9,to_147910879#0,from_147910879#1,internal,13.89,15.28,1.1000719942404606
:1610361586_10,to_147910879#0,from_223010779,internal,7.83,5.92,0.756066411238825
:1610361586_11,to_147910879#0,from_-147910879#0,internal,3.65,2.34,0.6410958904109589
:1610361588_8,to_147910879#1,from_-222848462,internal,6.96,10.17,1.4612068965517242
:1610361588_9,to_147910879#1,from_223010782#0,internal,13.89,15.0,1.079913606911447
:1610361588_10,to_147910879#1,from_-717959602,internal,8.04,14.12,1.756218905472637
:1610361588_11,to_147910879#1,from_-147910879#1,internal,3.65,4.67,1.2794520547945205
:1610361586_4,to_147910884,from_147910879#1,internal,6.19,9.05,1.4620355411954766
:1610361586_5,to_147910884,from_223010779,internal,13.89,15.2,1.0943124550035996
:1610361586_6,to_147910884,from_-147910879#0,internal,8.73,15.13,1.7331042382588775
:1610361586_7,to_147910884,from_-147910884,internal,3.65,4.67,1.2794520547945205
:1610361646_0,to_147910926,from_-147910926,internal,3.65,4.67,1.2794520547945205
:1610361649_0,to_147910928,from_-147910928,internal,3.65,4.67,1.2794520547945205
:1610361652_6,to_147910933,from_-29394219#0,internal,6.64,9.15,1.3780120481927711
:1610361652_7,to_147910933,from_29394219#1,internal,7.99,14.22,1.7797246558197748
:1610361652_8,to_147910933,from_-147910933,internal,3.65,4.67,1.2794520547945205
:1610361656_0,to_147910935,from_-147910935,internal,3.65,4.67,1.2794520547945205
:1610361666_0,to_147910937,from_-147910937,internal,3.65,4.67,1.2794520547945205
:1610361667_6,to_147910939,from_-29394219#2,internal,6.55,9.09,1.3877862595419848
:1610361667_7,to_147910939,from_29394219#3,internal,7.98,14.24,1.7844611528822054
:1610361667_8,to_147910939,from_-147910939,internal,3.65,4.67,1.2794520547945205
:1610361684_0,to_147910952#1,from_45818329#11,internal,7.51,10.27,1.3675099866844207
:1610361684_1,to_147910952#1,from_-45818329#10,internal,7.66,15.11,1.9725848563968666
:1610361684_2,to_147910952#1,from_-147910952#3,internal,3.65,4.67,1.2794520547945205
:1610361697_0,to_147910953,from_-147910953,internal,3.65,4.67,1.2794520547945205
:1870777763_0,to_154123715,from_29980992#0,internal,7.74,11.57,1.4948320413436693
:1870777763_1,to_154123715,from_208126370#0,internal,7.82,14.14,1.8081841432225063
:1870777763_2,to_154123715,from_-154123715,internal,3.72,3.08,0.8279569892473118
:330045336_6,to_162552370,from_271101832#4,internal,6.78,9.39,1.3849557522123894
:330045336_7,to_162552370,from_-271101832#3,internal,7.88,14.46,1.83502538071066
:330045336_8,to_162552370,from_-162552370,internal,3.65,4.67,1.2794520547945205
:1760657606_0,to_164427737#0,from_-164427737#1,internal,3.65,4.67,1.2794520547945205
:1767738987_3,to_165214117#0,from_165214117#1,internal,13.89,14.64,1.0539956803455723
:1767738987_4,to_165214117#0,from_-165214117#2,internal,7.57,6.09,0.8044914134742404
:1767738987_5,to_165214117#0,from_-165214117#0,internal,3.65,2.34,0.6410958904109589
:1767738994_0,to_165214117#1,from_165214117#2,internal,6.77,3.63,0.5361890694239291
:1767738987_6,to_165214117#2,from_-165214117#0,internal,5.96,9.09,1.5251677852348993
:1767738987_7,to_165214117#2,from_165214117#1,internal,9.27,14.83,1.5997842502696873
:1767738987_8,to_165214117#2,from_-165214117#2,internal,3.65,4.67,1.2794520547945205
:1767738978_6,to_165214118,from_224208676,internal,6.35,9.04,1.4236220472440944
:1767738978_7,to_165214118,from_-165214120#1,internal,8.11,14.37,1.7718865598027127
:1767738978_8,to_165214118,from_-165214118,internal,3.65,4.67,1.2794520547945205
:1767738984_6,to_165214119#0,from_165214118,internal,10.25,13.15,1.2829268292682927
:1767738984_7,to_165214119#0,from_165214119#1,internal,13.89,15.86,1.1418286537077034
:1767738984_8,to_165214119#0,from_-165214119#0,internal,3.65,2.34,0.6410958904109589
:1767738983_6,to_165214119#1,from_165214120#0,internal,10.34,13.0,1.2572533849129595
:1767738983_7,to_165214119#1,from_165214119#2,internal,13.89,15.69,1.1295896328293735
:1767738983_8,to_165214119#1,from_-165214119#1,internal,3.65,2.34,0.6410958904109589
:8321977271_0,to_165214119#2,from_-165214119#2,internal,3.65,4.67,1.2794520547945205
:6770075860_6,to_165214120#0,from_165214120#1,internal,13.89,14.21,1.0230381569474443
:6770075860_7,to_165214120#0,from_721684989#0,internal,10.19,5.78,0.5672227674190383
:6770075860_8,to_165214120#0,from_-165214120#0,internal,3.65,2.34,0.6410958904109589
:1767738978_0,to_165214120#1,from_-165214118,internal,6.64,9.29,1.3990963855421685
:1767738978_1,to_165214120#1,from_224208676,internal,13.89,14.49,1.043196544276458
:1767738978_2,to_165214120#1,from_-165214120#1,internal,3.65,2.34,0.6410958904109589
:1224435670_0,to_171808529#0,from_131385263,internal,13.89,5.75,0.413966882649388
:1224435670_1,to_171808529#0,from_-171808529#18,internal,3.65,2.34,0.6410958904109589
:9522750915_0,to_172675458,from_1033628276,internal,26.39,0.3,0.01136794240242516
:7963162224_0,to_172675460,from_-172675460,internal,3.65,4.67,1.2794520547945205
:1835569413_2,to_172675461,from_172675460,internal,26.39,11.28,0.427434634331186
:1835569413_3,to_172675461,from_-172675461,internal,3.65,1.79,0.49041095890410963
:330041271_6,to_173450668#0,from_-29981286#4,internal,6.53,8.79,1.3460949464012248
:330041271_7,to_173450668#0,from_29981164#0,internal,13.89,14.21,1.0230381569474443
:330041271_8,to_173450668#0,from_-173450668#2,internal,3.66,2.23,0.6092896174863388
:2546875556_0,to_173450670#0,from_731752819,internal,10.54,6.52,0.618595825426945
:330040555_3,to_173450671#0,from_29981045#11,internal,6.7,9.24,1.3791044776119403
:330040555_4,to_173450671#0,from_-29981045#10,internal,7.95,14.31,1.8
:330040555_5,to_173450671#0,from_-173450671#7,internal,3.65,4.67,1.2794520547945205
:330041179_0,to_173450672#0,from_-173450672#5,internal,3.65,4.67,1.2794520547945205
:9213873730_0,to_173450673#0,from_997889545#0,internal,13.89,8.21,0.5910727141828654
:330043002_0,to_173502887#0,from_-29981029#17,internal,6.25,9.05,1.4480000000000002
:330043002_1,to_173502887#0,from_173502887#3,internal,13.89,15.13,1.0892728581713462
:330043002_2,to_173502887#0,from_237523990#0,internal,8.55,14.96,1.7497076023391813
:330043002_3,to_173502887#0,from_-173502887#2,internal,3.65,4.67,1.2794520547945205
:330043021_0,to_173502887#3,from_29981279#4,internal,6.28,9.04,1.4394904458598725
:330043021_1,to_173502887#3,from_173502887#6,internal,13.89,15.15,1.0907127429805616
:330043021_2,to_173502887#3,from_-29981279#3,internal,8.56,14.97,1.7488317757009346
:330043021_3,to_173502887#3,from_-173502887#5,internal,3.65,4.67,1.2794520547945205
:330046036_0,to_173502887#6,from_29980968#5,internal,6.09,9.06,1.4876847290640396
:330046036_1,to_173502887#6,from_173502887#7,internal,13.89,15.94,1.1475881929445644
:330046036_2,to_173502887#6,from_-29980968#4,internal,8.96,4.93,0.5502232142857142
:330046036_3,to_173502887#6,from_-173502887#6,internal,3.71,2.34,0.6307277628032345
:330043017_0,to_173502887#7,from_-173502887#9,internal,3.65,4.67,1.2794520547945205
:330044069_0,to_175820594#0,from_29980913#3,internal,6.92,9.49,1.3713872832369942
:330044069_1,to_175820594#0,from_-29980913#2,internal,7.88,14.47,1.836294416243655
:330044069_2,to_175820594#0,from_-175820594#7,internal,3.65,4.67,1.2794520547945205
:cluster_330045610_7139933503_4,to_182403234#0,from_975401545#7,internal,7.17,9.77,1.3626220362622037
:cluster_330045610_7139933503_5,to_182403234#0,from_223105075#0,internal,9.04,19.37,2.1426991150442483
:cluster_330045610_7139933503_6,to_182403234#0,from_-182403234#5,internal,3.65,4.67,1.2794520547945205
:330041462_3,to_182403235#0,from_29981140#0,internal,6.58,9.13,1.3875379939209727
:330041462_4,to_182403235#0,from_223470794#0,internal,15.27,14.56,0.9535036018336608
:330041462_6,to_182403235#0,from_-29980914#3,internal,7.61,12.06,1.5847568988173455
:330045157_6,to_182403236#0,from_-29981214#4,internal,6.5,9.03,1.389230769230769
:330045157_7,to_182403236#0,from_182403236#2,internal,13.89,14.39,1.0359971202303815
:330045157_8,to_182403236#0,from_-182403236#1,internal,3.65,2.34,0.6410958904109589
:330045154_12,to_182403236#2,from_-223572251#5,internal,5.94,9.09,1.5303030303030303
:330045154_13,to_182403236#2,from_223572253#0,internal,13.89,16.87,1.2145428365730742
:330045154_14,to_182403236#2,from_223572250#0,internal,8.51,6.07,0.7132784958871916
:330045154_15,to_182403236#2,from_-182403236#2,internal,3.65,2.34,0.6410958904109589
:329983499_0,to_182403237#1,from_223105070,internal,11.27,5.01,0.4445430346051464
:329983499_1,to_182403237#1,from_29974106,internal,18.05,13.38,0.7412742382271468
:cluster_418438762_514184918_0,to_182407844#0,from_35785876#0,internal,6.75,9.33,1.3822222222222222
:cluster_418438762_514184918_1,to_182407844#0,from_182407844#4,internal,16.67,20.28,1.2165566886622674
:cluster_418438762_514184918_2,to_182407844#0,from_41748778#0,internal,9.01,6.91,0.7669256381798003
:cluster_418438762_514184918_3,to_182407844#0,from_-182407844#2,internal,3.65,2.34,0.6410958904109589
:9523800856_0,to_182407844#4,from_1033763163#0,internal,18.05,0.31,0.01717451523545706
:cluster_330040499_6161985945_0,to_182407846#0,from_182407846#4,internal,19.44,9.53,0.4902263374485596
:cluster_330040499_6161985945_1,to_182407846#0,from_657956274,internal,11.11,3.84,0.34563456345634563
:cluster_330040499_6161985945_2,to_182407846#0,from_657956273#1,internal,7.26,3.06,0.42148760330578516
:cluster_330040499_6161985945_3,to_182407846#0,from_-182407846#3,internal,3.65,2.34,0.6410958904109589
:330040498_0,to_182407846#4,from_182407846#6,internal,19.44,14.39,0.7402263374485597
:330040498_1,to_182407846#4,from_41750812#0,internal,8.49,5.64,0.6643109540636042
:330040498_2,to_182407846#4,from_-182407846#5,internal,3.65,2.34,0.6410958904109589
:6161985962_0,to_182407846#6,from_182407846#7,internal,19.44,16.77,0.8626543209876543
:6161985962_1,to_182407846#6,from_-657956276#2,internal,11.11,5.95,0.5355535553555356
:6161985962_2,to_182407846#6,from_-182407846#6,internal,3.65,2.34,0.6410958904109589
:3869302977_0,to_182407846#7,from_182407846#9,internal,19.44,14.27,0.7340534979423867
:3869302977_1,to_182407846#7,from_-40100737#8,internal,7.71,5.77,0.7483787289234759
:3869302977_2,to_182407846#7,from_-182407846#8,internal,3.65,2.34,0.6410958904109589
:cluster_10981159_8171767360_8171767365_4,to_182407846#9,from_-223105062#0,internal,11.47,44.11,3.8456843940714904
:cluster_10981159_8171767360_8171767365_5,to_182407846#9,from_631866975,internal,16.66,43.64,2.6194477791116446
:cluster_10981159_8171767360_8171767365_6,to_182407846#9,from_-182407846#10,internal,3.65,4.67,1.2794520547945205
:1482117376_0,to_182407848,from_182407846#0,internal,16.66,7.45,0.44717887154861946
:4829152620_1,to_182411783#0,from_651675647#0,internal,3.9,2.69,0.6897435897435897
:1446080331_0,to_182411785#0,from_35341848#0,internal,13.89,3.42,0.2462203023758099
:1446080331_1,to_182411785#0,from_131385270#0,internal,5.13,9.66,1.8830409356725146
:1935163547_2,to_183154892,from_183743138,internal,19.59,14.33,0.731495661051557
:1935163547_3,to_183154892,from_422239598,internal,9.65,14.07,1.4580310880829015
:1940777697_0,to_183667422#0,from_223600258#0,internal,13.89,14.5,1.0439164866810655
:1940777697_1,to_183667422#0,from_210298844#0,internal,7.92,6.05,0.7638888888888888
:1940777697_2,to_183667422#0,from_-183667422#3,internal,3.65,2.34,0.6410958904109589
:cluster_2345175505_2669372085_6,to_183743138,from_1033620731,internal,22.22,15.1,0.6795679567956796
:cluster_2345175505_2669372085_7,to_183743138,from_225763681#1,internal,8.86,9.5,1.072234762979684
:cluster_2345175505_2669372085_8,to_183743138,from_261305179#1,internal,4.93,7.0,1.4198782961460448
:1974343696_3,to_186692625,from_186692635#1,internal,2.78,9.07,3.262589928057554
:1974343696_4,to_186692625,from_-186692635#0,internal,2.78,14.22,5.115107913669065
:1974343696_5,to_186692625,from_-186692625,internal,2.78,4.67,1.6798561151079137
:1974343696_6,to_186692635#0,from_-186692625,internal,2.78,9.03,3.2482014388489207
:1974343696_7,to_186692635#0,from_186692635#1,internal,2.78,14.4,5.179856115107914
:1974343696_8,to_186692635#0,from_-186692635#0,internal,2.78,4.67,1.6798561151079137
:1974343640_0,to_186692635#1,from_-29448470#5,internal,6.55,9.08,1.3862595419847328
:1974343640_1,to_186692635#1,from_29448470#6,internal,7.98,14.23,1.7832080200501252
:1974343640_2,to_186692635#1,from_-186692635#3,internal,2.78,4.67,1.6798561151079137
:2015826096_0,to_191000224,from_-191000224,internal,2.78,4.67,1.6798561151079137
:2015826094_6,to_191000225#0,from_191000225#1,internal,2.78,14.85,5.341726618705036
:2015826094_7,to_191000225#0,from_-837442167,internal,2.78,17.22,6.194244604316546
:2015826094_8,to_191000225#0,from_-191000225#0,internal,2.78,5.93,2.133093525179856
:2015826093_6,to_191000225#1,from_653795245#1,internal,2.78,9.21,3.3129496402877705
:2015826093_7,to_191000225#1,from_-653795245#0,internal,2.78,14.5,5.215827338129497
:2015826093_8,to_191000225#1,from_-191000225#3,internal,2.78,4.68,1.683453237410072
:2031860911_6,to_192640537#0,from_192640537#4,internal,6.44,9.05,1.40527950310559
:2031860911_7,to_192640537#0,from_571259779#0,internal,8.14,14.26,1.7518427518427517
:2031860911_8,to_192640537#0,from_-192640537#3,internal,3.65,4.67,1.2794520547945205
:2344301121_0,to_192640537#15,from_192640537#17,internal,13.89,14.2,1.0223182145428364
:2344301121_1,to_192640537#15,from_-225673398#2,internal,7.76,5.72,0.7371134020618556
:2344301121_2,to_192640537#15,from_-192640537#16,internal,3.65,2.34,0.6410958904109589
:5489057124_0,to_192640537#17,from_35785876#4,internal,6.31,9.06,1.4358161648177499
:5489057124_1,to_192640537#17,from_-35785876#3,internal,8.27,14.23,1.7206771463119712
:5489057124_2,to_192640537#17,from_-192640537#17,internal,3.65,4.67,1.2794520547945205
:2344419437_0,to_192640537#4,from_-225685354#5,internal,5.47,9.82,1.7952468007312616
:2344419437_1,to_192640537#4,from_192640537#15,internal,13.89,17.22,1.2397408207343412
:2344419437_2,to_192640537#4,from_-192640537#14,internal,3.65,2.34,0.6410958904109589
:cluster_330045077_8538627105_0,to_200334920#0,from_29981238#1,internal,6.71,9.31,1.3874813710879286
:cluster_330045077_8538627105_1,to_200334920#0,from_223727788#0,internal,13.89,14.38,1.0352771778257739
:cluster_330045077_8538627105_3,to_200334920#0,from_919352334#0,internal,4.34,4.98,1.1474654377880185
:330043535_3,to_201064799#0,from_203272128#7,internal,6.61,9.26,1.4009077155824508
:330043535_4,to_201064799#0,from_-203272128#6,internal,7.88,14.48,1.83756345177665
:330043535_5,to_201064799#0,from_-201064799#1,internal,3.65,4.67,1.2794520547945205
:2121247093_0,to_202149025#0,from_-38584626#13,internal,12.5,17.91,1.4328
:2121247093_1,to_202149025#0,from_84306101#0,internal,7.28,18.32,2.5164835164835164
:2121247093_2,to_202149025#0,from_84306102#0,internal,6.9,19.62,2.8434782608695652
:2138684205_0,to_203272125#0,from_422239603,internal,13.89,11.07,0.796976241900648
:330041359_2,to_203272126#0,from_29980952#0,internal,7.66,10.99,1.4347258485639687
:330041359_3,to_203272126#0,from_203272126#4,internal,13.89,15.17,1.0921526277897768
:1423873868_2,to_203272126#4,from_422239595,internal,13.89,11.77,0.8473722102231821
:330043495_6,to_203272128#0,from_128973414#0,internal,6.82,9.52,1.3958944281524925
:330043495_7,to_203272128#0,from_203272128#3,internal,22.22,14.51,0.6530153015301531
:330043495_8,to_203272128#0,from_-203272128#2,internal,3.65,2.34,0.6410958904109589
:330043535_6,to_203272128#3,from_-201064799#1,internal,6.36,9.04,1.4213836477987418
:330043535_7,to_203272128#3,from_203272128#7,internal,22.22,14.5,0.6525652565256526
:330043535_8,to_203272128#3,from_-203272128#6,internal,3.65,2.34,0.6410958904109589
:330043492_6,to_203272128#7,from_-103916808#6,internal,6.25,9.05,1.4480000000000002
:330043492_7,to_203272128#7,from_203272128#8,internal,22.22,14.53,0.6539153915391539
:330043492_8,to_203272128#7,from_-203272128#7,internal,3.65,2.34,0.6410958904109589
:330043496_6,to_203272128#8,from_-223099571#3,internal,6.95,9.6,1.3812949640287768
:330043496_7,to_203272128#8,from_223099574,internal,22.22,14.45,0.6503150315031503
:330043496_8,to_203272128#8,from_-203272128#10,internal,3.65,2.57,0.7041095890410959
:2132673884_0,to_203272129#0,from_651675642#1,internal,8.55,10.34,1.2093567251461987
:2132673884_2,to_203272129#0,from_203272129#2,internal,22.22,8.85,0.3982898289828983
:1423873864_0,to_203272129#2,from_422239600,internal,18.05,8.45,0.46814404432132956
:3032839886_0,to_203272134#0,from_651675641#0,internal,13.89,0.3,0.02159827213822894
:1423873885_0,to_203272137#0,from_203272125#0,internal,11.52,19.79,1.7178819444444444
:1423873885_1,to_203272137#0,from_128973409,internal,13.89,20.91,1.505399568034557
:330042612_4,to_203272138#0,from_-29980919#3,internal,6.6,9.21,1.3954545454545457
:330042612_5,to_203272138#0,from_203272138#1,internal,13.89,14.52,1.0453563714902807
:330042612_6,to_203272138#0,from_29980919#4,internal,8.01,14.19,1.7715355805243445
:330042612_7,to_203272138#0,from_-203272138#0,internal,3.65,4.67,1.2794520547945205
:330045345_0,to_203272138#1,from_203272138#2,internal,13.89,14.45,1.0403167746580273
:330045345_1,to_203272138#1,from_-29981206#8,internal,8.0,5.77,0.72125
:330045345_2,to_203272138#1,from_-203272138#1,internal,3.68,2.67,0.7255434782608695
:330042883_3,to_203272138#10,from_-29981238#9,internal,7.17,9.12,1.2719665271966527
:330042883_4,to_203272138#10,from_29981238#10,internal,7.89,14.45,1.8314321926489228
:330042883_5,to_203272138#10,from_-203272138#12,internal,3.65,4.67,1.2794520547945205
:330044696_0,to_203272138#2,from_203272138#3,internal,13.89,14.46,1.041036717062635
:330044696_1,to_203272138#2,from_29980994#0,internal,8.1,5.67,0.7000000000000001
:330044696_2,to_203272138#2,from_-203272138#2,internal,3.66,2.51,0.6857923497267758
:330045777_4,to_203272138#3,from_-29980873#0,internal,6.53,9.07,1.3889739663093414
:330045777_5,to_203272138#3,from_203272138#4,internal,13.89,14.41,1.037437005039597
:330045777_6,to_203272138#3,from_29980873#1,internal,7.97,5.96,0.7478042659974906
:330045777_7,to_203272138#3,from_-203272138#3,internal,3.65,2.34,0.6410958904109589
:330046379_4,to_203272138#4,from_-29981007#0,internal,6.52,9.05,1.388036809815951
:330046379_5,to_203272138#4,from_203272138#6,internal,13.89,14.45,1.0403167746580273
:330046379_6,to_203272138#4,from_29981007#1,internal,8.0,5.96,0.745
:330046379_7,to_203272138#4,from_-203272138#5,internal,3.65,2.34,0.6410958904109589
:330046374_4,to_203272138#6,from_-29981015#2,internal,6.54,9.05,1.3837920489296638
:330046374_5,to_203272138#6,from_203272138#7,internal,13.89,14.48,1.0424766018718503
:330046374_6,to_203272138#6,from_29981015#3,internal,8.03,14.28,1.7783312577833126
:330046374_7,to_203272138#6,from_-203272138#6,internal,3.65,4.67,1.2794520547945205
:cluster_248429351_8538631819_5,to_203272138#7,from_919352336#4,internal,6.62,9.27,1.4003021148036252
:cluster_248429351_8538631819_6,to_203272138#7,from_203272138#10,internal,13.89,21.94,1.5795536357091433
:cluster_248429351_8538631819_7,to_203272138#7,from_223727788#3,internal,8.86,17.82,2.0112866817155757
:cluster_248429351_8538631819_8,to_203272138#7,from_-203272138#8,internal,3.65,4.67,1.2794520547945205
:330040871_0,to_203857382#0,from_203857382#4,internal,22.22,14.52,0.6534653465346535
:330040871_1,to_203857382#0,from_-29981350#3,internal,10.92,3.78,0.34615384615384615
:330040871_2,to_203857382#0,from_-203857382#3,internal,3.65,2.34,0.6410958904109589
:418438755_0,to_203857382#4,from_203857382#9,internal,22.22,14.26,0.6417641764176418
:418438755_1,to_203857382#4,from_-35785872#1,internal,7.88,5.78,0.733502538071066
:418438755_2,to_203857382#4,from_-203857382#8,internal,3.65,2.34,0.6410958904109589
:2512921975_0,to_203857382#9,from_243935513#0,internal,22.22,7.74,0.34833483348334837
:329983465_0,to_203857383,from_688104669#0,internal,22.22,21.64,0.973897389738974
:329983465_2,to_203857383,from_29974100,internal,13.0,20.93,1.6099999999999999
:330040978_1,to_203857384#0,from_203857383,internal,22.22,8.27,0.37218721872187216
:2138684187_3,to_203857385,from_203272126#0,internal,13.89,32.56,2.3441324694024477
:2138684187_4,to_203857385,from_422239604,internal,10.94,35.02,3.20109689213894
:330041204_0,to_203857386,from_-249341601#6,internal,13.89,15.25,1.0979121670266379
:330041204_1,to_203857386,from_122425173#0,internal,8.69,5.59,0.6432681242807825
:330041204_2,to_203857386,from_203857387,internal,3.7,2.52,0.681081081081081
:2138684198_3,to_203857387,from_203857388#0,internal,18.05,18.82,1.0426592797783933
:2138684198_4,to_203857387,from_203857385,internal,13.89,19.66,1.4154067674586033
:330041734_2,to_203857388#0,from_975415098#0,internal,22.22,8.16,0.36723672367236726
:2138684187_0,to_203857389#0,from_203272126#0,internal,18.05,33.13,1.8354570637119114
:2138684187_1,to_203857389#0,from_422239604,internal,18.05,33.11,1.834349030470914
:4812416866_0,to_203857390#2,from_726511411#0,internal,11.11,0.31,0.027902790279027905
:297304675_0,to_203857391#0,from_27096650#6,internal,18.59,17.05,0.9171597633136095
:330809505_0,to_203857393#0,from_585404531,internal,22.22,13.38,0.6021602160216022
:329983492_0,to_203857394#0,from_975415078,internal,25.0,27.76,1.1104
:2138684230_2,to_203857397,from_28906993#3,internal,7.5,7.81,1.0413333333333332
:330043195_3,to_203983266,from_29981079#1,internal,5.56,9.39,1.6888489208633095
:330043195_4,to_203983266,from_-29981079#0,internal,13.89,15.96,1.1490280777537798
:330043195_5,to_203983266,from_-203983266,internal,3.65,2.34,0.6410958904109589
:330045927_4,to_203983268#0,from_110043965,internal,6.51,8.89,1.3655913978494625
:330045927_5,to_203983268#0,from_-975415076,internal,9.31,16.55,1.77765843179377
:330045927_6,to_203983268#0,from_-586673809,internal,3.65,4.67,1.2794520547945205
:5032071596_0,to_203983269,from_515204970#1,internal,14.45,10.18,0.7044982698961938
:330045588_0,to_203983270,from_223456898#2,internal,5.96,9.09,1.5251677852348993
:330045588_1,to_203983270,from_-223456898#1,internal,9.11,14.88,1.6333699231613614
:330045588_2,to_203983270,from_-203983270,internal,3.65,4.67,1.2794520547945205
:297305382_0,to_203983271#0,from_222664371,internal,12.53,8.89,0.7094972067039107
:297305382_1,to_203983271#0,from_203983271#2,internal,22.22,8.89,0.40009000900090014
:297305382_2,to_203983271#0,from_-203983271#1,internal,3.65,2.34,0.6410958904109589
:330045977_3,to_203983271#2,from_-29981107#3,internal,6.58,9.13,1.3875379939209727
:330045977_4,to_203983271#2,from_223600264#0,internal,7.97,14.27,1.7904642409033877
:330045977_5,to_203983271#2,from_-203983271#2,internal,3.65,2.56,0.7013698630136986
:477367417_0,to_203983272#0,from_203983271#0,internal,22.22,0.1,0.004500450045004501
:2139962047_3,to_203983281#0,from_29635947#2,internal,5.9,9.1,1.542372881355932
:2139962047_4,to_203983281#0,from_-29635947#1,internal,9.44,14.96,1.5847457627118646
:2139962047_5,to_203983281#0,from_-203983281#6,internal,3.65,4.67,1.2794520547945205
:2139961633_0,to_203983287,from_726509433#5,internal,6.41,6.42,1.001560062402496
:3277490520_0,to_205001479,from_853813516,internal,13.89,7.18,0.5169186465082793
:2149777499_1,to_205001480#1,from_205001480#2,internal,19.44,6.54,0.33641975308641975
:2149777509_0,to_205001480#2,from_241113530,internal,16.93,7.55,0.4459539279385706
:2149777509_1,to_205001480#2,from_205001480#5,internal,10.81,7.68,0.7104532839962997
:2149777514_1,to_205001480#5,from_205001480#6,internal,11.31,7.21,0.6374889478337754
:322684995_0,to_205001480#6,from_29331562,internal,8.5,6.19,0.7282352941176471
:322684995_1,to_205001480#6,from_205001480#7,internal,19.44,6.28,0.3230452674897119
:2149777507_0,to_205001480#7,from_205001480#8,internal,19.44,6.64,0.3415637860082304
:2149777505_0,to_205001480#8,from_261675855#0,internal,16.66,8.59,0.5156062424969988
:2149777505_1,to_205001480#8,from_205001480#1,internal,11.52,8.68,0.7534722222222222
:2149777480_0,to_205001485#0,from_290245322,internal,13.89,14.78,1.0640748740100792
:2672744487_0,to_205001486,from_414183056,internal,19.44,18.5,0.9516460905349794
:2151059388_0,to_205130380#0,from_-237523989#10,internal,6.51,9.01,1.3840245775729647
:2151059388_1,to_205130380#0,from_237523989#11,internal,7.3,11.71,1.6041095890410961
:9157374995_0,to_205738612#0,from_-205738612#2,internal,3.65,4.67,1.2794520547945205
:2157151106_0,to_205738614,from_-205738614,internal,2.78,4.67,1.6798561151079137
:2167263474_0,to_206683395#0,from_206683395#3,internal,2.78,9.83,3.535971223021583
:2167263474_1,to_206683395#0,from_-651777229#3,internal,2.78,11.69,4.205035971223022
:2167263474_2,to_206683395#0,from_-206683395#2,internal,2.78,4.67,1.6798561151079137
:2167263450_3,to_206683395#3,from_-206683409#0,internal,2.78,14.4,5.179856115107914
:2167263450_4,to_206683395#3,from_-206683396#2,internal,2.78,14.25,5.12589928057554
:2167263450_5,to_206683395#3,from_206683409#1,internal,2.78,4.67,1.6798561151079137
:2167263401_6,to_206683403#0,from_-29981075#20,internal,6.56,8.88,1.353658536585366
:2167263401_7,to_206683403#0,from_29981075#21,internal,8.34,14.86,1.7817745803357314
:2167263401_8,to_206683403#0,from_-206683403#1,internal,2.78,4.67,1.6798561151079137
:2167263524_0,to_206683408#0,from_29980913#6,internal,6.49,9.03,1.3913713405238828
:2167263524_1,to_206683408#0,from_-29980913#5,internal,8.02,14.21,1.7718204488778058
:2167263524_2,to_206683408#0,from_-206683408#1,internal,2.78,4.67,1.6798561151079137
:2167263450_0,to_206683409#0,from_-206683396#2,internal,2.78,9.12,3.2805755395683454
:2167263450_1,to_206683409#0,from_206683409#1,internal,2.78,14.4,5.179856115107914
:2167263450_2,to_206683409#0,from_-206683409#0,internal,2.78,4.67,1.6798561151079137
:2167263474_6,to_206683409#1,from_-651777229#3,internal,2.78,7.55,2.7158273381294964
:2167263474_7,to_206683409#1,from_-206683395#2,internal,2.78,11.64,4.187050359712231
:2167263474_8,to_206683409#1,from_206683395#3,internal,2.78,4.67,1.6798561151079137
:cluster_330043670_4876397910_4,to_206683411,from_29981096#6,internal,6.92,9.02,1.3034682080924855
:cluster_330043670_4876397910_5,to_206683411,from_-495921382#1,internal,2.78,15.89,5.715827338129497
:cluster_330043670_4876397910_6,to_206683411,from_-29981096#4,internal,8.32,17.86,2.1466346153846154
:cluster_330043670_4876397910_7,to_206683411,from_-206683411,internal,2.78,4.67,1.6798561151079137
:330045018_6,to_207110404#0,from_113442612#0,internal,13.89,12.33,0.8876889848812095
:330045018_7,to_207110404#0,from_-115479070#1,internal,7.89,4.1,0.5196451204055766
:330045018_8,to_207110404#0,from_-207110404#3,internal,3.81,2.37,0.6220472440944882
