source,target,speed,cost,type,id,length
to_a-3358,d_a2902,1.0,1e-07,destination_node,to_a-3358_d_a2902,1e-07
from_a-3362,to_a-3362,13.89,8.493160547156227,real,a-3362,117.97
to_a-3362,from_a3364,5.47,1.780621572212066,internal,:a2910_5,9.74
to_a-3362,from_a-2913,13.4,1.244776119402985,internal,:a2910_6,16.68
to_a-3362,from_a-2911,13.89,1.3851691864650826,internal,:a2910_7,19.24
to_a-3362,from_a-3337,7.42,2.6024258760107815,internal,:a2910_8,19.31
to_a-3362,from_a3362,3.65,0.39452054794520547,internal,:a2910_9,1.44
to_a-3362,d_a2910,1.0,1e-07,destination_node,to_a-3362_d_a2910,1e-07
from_a-3364,to_a-3364,13.89,12.710583153347732,real,a-3364,176.55
to_a-3364,from_a-2913,7.65,1.684967320261438,internal,:a2910_0,12.89
to_a-3364,from_a-2911,13.89,1.3628509719222461,internal,:a2910_1,18.93
to_a-3364,from_a-3337,9.73,0.5149023638232271,internal,:a2910_2,5.01
to_a-3364,from_a3362,7.42,0.8086253369272237,internal,:a2910_3,6.0
to_a-3364,from_a3364,3.65,0.39452054794520547,internal,:a2910_4,1.44
to_a-3364,d_a2910,1.0,1e-07,destination_node,to_a-3364_d_a2910,1e-07
from_a-339,to_a-339,13.89,13.362131029517638,real,a-339,185.6
to_a-339,from_a327,6.51,1.3870967741935483,internal,:a309_8,9.03
to_a-339,from_a333,13.89,1.036717062634989,internal,:a309_9,14.4
to_a-339,from_a-310,8.0,0.50875,internal,:a309_10,4.07
to_a-339,from_a339,3.65,0.39452054794520547,internal,:a309_11,1.44
to_a-339,d_a309,1.0,1e-07,destination_node,to_a-339_d_a309,1e-07
from_a-3467,to_a-3467,13.89,14.776817854571634,real,a-3467,205.25
to_a-3467,from_a454,6.73,1.8023774145616642,internal,:a326_0,12.13
to_a-3467,from_a-327,10.74,1.5865921787709496,internal,:a326_1,17.04
to_a-3467,from_a3485,13.89,1.2095032397408207,internal,:a326_2,16.8
to_a-3467,from_a4308,7.44,0.7123655913978494,internal,:a326_3,5.3
to_a-3467,from_a3467,3.65,0.39452054794520547,internal,:a326_4,1.44
to_a-3467,d_a326,1.0,1e-07,destination_node,to_a-3467_d_a326,1e-07
from_a-3485,to_a-3485,13.89,6.585313174946004,real,a-3485,91.47
to_a-3485,from_a4308,7.02,1.51994301994302,internal,:a326_10,10.67
to_a-3485,from_a3467,13.89,1.1036717062634989,internal,:a326_11,15.33
to_a-3485,from_a454,13.89,0.2296616270698344,internal,:a326_12,3.19
to_a-3485,from_a-327,8.94,0.27404921700223717,internal,:a326_13,2.45
to_a-3485,from_a3485,3.65,0.39452054794520547,internal,:a326_14,1.44
to_a-3485,d_a326,1.0,1e-07,destination_node,to_a-3485_d_a326,1e-07
from_a-3490,to_a-3490,13.89,13.03599712023038,real,a-3490,181.07
to_a-3490,from_a-339,6.51,1.3870967741935483,internal,:a338_4,9.03
to_a-3490,from_a457,13.89,1.2095032397408207,internal,:a338_5,16.8
to_a-3490,from_a1562,8.42,0.5178147268408552,internal,:a338_6,4.36
to_a-3490,from_a3490,3.65,0.39452054794520547,internal,:a338_7,1.44
to_a-3490,d_a338,1.0,1e-07,destination_node,to_a-3490_d_a338,1e-07
from_a-3496,to_a-3496,13.89,8.953923686105112,real,a-3496,124.37
to_a-3496,from_a3498,10.77,0.9870009285051069,internal,:a3042_0,10.63
to_a-3496,from_a-3043,11.94,1.100502512562814,internal,:a3042_1,13.14
to_a-3496,from_a3496,3.65,0.39452054794520547,internal,:a3042_2,1.44
to_a-3496,d_a3042,1.0,1e-07,destination_node,to_a-3496_d_a3042,1e-07
from_a-3498,to_a-3498,13.89,6.450683945284377,real,a-3498,89.6
to_a-3498,from_a-3043,6.51,1.3870967741935483,internal,:a3042_6,9.03
to_a-3498,from_a3496,11.96,1.1036789297658862,internal,:a3042_7,13.2
to_a-3498,from_a3498,3.65,0.39452054794520547,internal,:a3042_8,1.44
to_a-3498,d_a3042,1.0,1e-07,destination_node,to_a-3498_d_a3042,1e-07
from_a-3500,to_a-3500,13.89,9.107271418286537,real,a-3500,126.5
to_a-3500,from_a2483,7.65,1.684967320261438,internal,:a2171_12,12.89
to_a-3500,from_a-2172,13.4,1.244776119402985,internal,:a2171_13,16.68
to_a-3500,from_a3501,12.69,0.24192277383766744,internal,:a2171_14,3.07
to_a-3500,from_a3500,3.65,0.3589041095890411,internal,:a2171_15,1.31
to_a-3500,d_a2171,1.0,1e-07,destination_node,to_a-3500_d_a2171,1e-07
from_a-3501,to_a-3501,13.89,13.362131029517638,real,a-3501,185.6
to_a-3501,from_a3500,11.6,1.0689655172413794,internal,:a2171_0,12.4
to_a-3501,from_a2483,13.89,1.3743700503959682,internal,:a2171_1,19.09
to_a-3501,from_a-2172,8.94,0.5134228187919463,internal,:a2171_2,4.59
to_a-3501,from_a3501,3.65,0.39452054794520547,internal,:a2171_3,1.44
to_a-3501,d_a2171,1.0,1e-07,destination_node,to_a-3501_d_a2171,1e-07
from_a-3606,to_a-3606,13.89,14.688984881209503,real,a-3606,204.03
to_a-3606,from_a4323,5.97,1.6850921273031827,internal,:a3162_5,10.06
to_a-3606,from_a-3496,13.89,1.6126709863210942,internal,:a3162_6,22.4
to_a-3606,from_a-3163,12.06,0.550580431177446,internal,:a3162_7,6.64
to_a-3606,from_a-3184,7.38,0.8333333333333334,internal,:a3162_8,6.15
to_a-3606,from_a3606,3.65,0.39452054794520547,internal,:a3162_9,1.44
to_a-3606,d_a3162,1.0,1e-07,destination_node,to_a-3606_d_a3162,1e-07
from_a-3609,to_a-3609,13.89,9.241900647948164,real,a-3609,128.37
to_a-3609,from_a-317,5.47,1.780621572212066,internal,:a316_5,9.74
to_a-3609,from_a3169,13.42,1.247391952309985,internal,:a316_6,16.74
to_a-3609,from_a-2151,13.89,1.3743700503959682,internal,:a316_7,19.09
to_a-3609,from_a-1456,7.42,2.6024258760107815,internal,:a316_8,19.31
to_a-3609,from_a3609,3.65,0.39452054794520547,internal,:a316_9,1.44
to_a-3609,d_a316,1.0,1e-07,destination_node,to_a-3609_d_a316,1e-07
from_a-3615,to_a-3615,13.89,6.162706983441324,real,a-3615,85.6
to_a-3615,from_a2284,13.89,1.036717062634989,internal,:a1910_0,14.4
to_a-3615,from_a-1911,8.0,0.50875,internal,:a1910_1,4.07
to_a-3615,from_a3615,3.65,0.39452054794520547,internal,:a1910_2,1.44
to_a-3615,d_a1910,1.0,1e-07,destination_node,to_a-3615_d_a1910,1e-07
from_a-3618,to_a-3618,13.89,14.776817854571634,real,a-3618,205.25
to_a-3618,from_a-2627,9.05,1.3160220994475138,internal,:a2626_6,11.91
to_a-3618,from_a4332,7.44,2.204301075268817,internal,:a2626_7,16.4
to_a-3618,from_a3618,3.65,0.39452054794520547,internal,:a2626_8,1.44
to_a-3618,d_a2626,1.0,1e-07,destination_node,to_a-3618_d_a2626,1e-07
from_a-3627,to_a-3627,13.89,6.250539956803455,real,a-3627,86.82
to_a-3627,from_a-3606,9.05,1.3160220994475138,internal,:a3182_0,11.91
to_a-3627,from_a-3183,13.89,1.0914326853851692,internal,:a3182_1,15.16
to_a-3627,from_a-3618,10.24,0.3486328125,internal,:a3182_2,3.57
to_a-3627,from_a3627,3.65,0.39452054794520547,internal,:a3182_3,1.44
to_a-3627,d_a3182,1.0,1e-07,destination_node,to_a-3627_d_a3182,1e-07
from_a-37,to_a-37,13.89,5.836573074154067,real,a-37,81.07
to_a-37,from_a-23,6.51,1.3870967741935483,internal,:a22_8,9.03
to_a-37,from_a47,13.89,1.036717062634989,internal,:a22_9,14.4
to_a-37,from_a31,8.0,0.50875,internal,:a22_10,4.07
to_a-37,from_a37,3.65,0.39452054794520547,internal,:a22_11,1.44
to_a-37,d_a22,1.0,1e-07,destination_node,to_a-37_d_a22,1e-07
from_a-3736,to_a-3736,13.89,13.65010799136069,real,a-3736,189.6
to_a-3736,from_a3738,6.51,1.3870967741935483,internal,:a3213_12,9.03
to_a-3736,from_a3746,13.89,1.036717062634989,internal,:a3213_13,14.4
to_a-3736,from_a-3214,8.0,0.50875,internal,:a3213_14,4.07
to_a-3736,from_a3736,3.65,0.39452054794520547,internal,:a3213_15,1.44
to_a-3736,d_a3213,1.0,1e-07,destination_node,to_a-3736_d_a3213,1e-07
from_a-3738,to_a-3738,13.89,13.880489560835134,real,a-3738,192.8
to_a-3738,from_a3746,6.51,1.3870967741935483,internal,:a3213_8,9.03
to_a-3738,from_a-3214,13.89,1.036717062634989,internal,:a3213_9,14.4
to_a-3738,from_a3736,8.0,0.50875,internal,:a3213_10,4.07
to_a-3738,from_a3738,3.65,0.39452054794520547,internal,:a3213_11,1.44
to_a-3738,d_a3213,1.0,1e-07,destination_node,to_a-3738_d_a3213,1e-07
from_a-3746,to_a-3746,13.89,6.538516918646508,real,a-3746,90.82
to_a-3746,from_a-3214,6.51,1.3870967741935483,internal,:a3213_4,9.03
to_a-3746,from_a3736,13.89,1.036717062634989,internal,:a3213_5,14.4
to_a-3746,from_a3738,8.0,0.50875,internal,:a3213_6,4.07
to_a-3746,from_a3746,3.65,0.39452054794520547,internal,:a3213_7,1.44
to_a-3746,d_a3213,1.0,1e-07,destination_node,to_a-3746_d_a3213,1e-07
from_a-3850,to_a-3850,13.89,8.493160547156227,real,a-3850,117.97
to_a-3850,from_a-3336,5.47,1.780621572212066,internal,:a3335_12,9.74
to_a-3850,from_a3852,13.42,1.247391952309985,internal,:a3335_13,16.74
to_a-3850,from_a3856,13.89,0.4110871130309575,internal,:a3335_14,5.71
to_a-3850,from_a3850,3.65,0.39452054794520547,internal,:a3335_15,1.44
to_a-3850,d_a3335,1.0,1e-07,destination_node,to_a-3850_d_a3335,1e-07
from_a-3852,to_a-3852,13.89,6.162706983441324,real,a-3852,85.6
to_a-3852,from_a3856,6.51,1.3870967741935483,internal,:a3335_4,9.03
to_a-3852,from_a3850,13.89,1.3851691864650826,internal,:a3335_5,19.24
to_a-3852,from_a-3336,8.71,0.5269804822043628,internal,:a3335_6,4.59
to_a-3852,from_a3852,3.65,0.39452054794520547,internal,:a3335_7,1.44
to_a-3852,d_a3335,1.0,1e-07,destination_node,to_a-3852_d_a3335,1e-07
from_a-3856,to_a-3856,13.89,13.03599712023038,real,a-3856,181.07
to_a-3856,from_a3850,13.42,1.247391952309985,internal,:a3335_0,16.74
to_a-3856,from_a-3336,13.89,1.3628509719222461,internal,:a3335_1,18.93
to_a-3856,from_a3852,8.0,0.50875,internal,:a3335_2,4.07
to_a-3856,from_a3856,3.65,0.39452054794520547,internal,:a3335_3,1.44
to_a-3856,d_a3335,1.0,1e-07,destination_node,to_a-3856_d_a3335,1e-07
from_a-3963,to_a-3963,13.89,9.241900647948164,real,a-3963,128.37
to_a-3963,from_a-3490,5.47,1.780621572212066,internal,:a3363_12,9.74
to_a-3963,from_a-3364,13.89,1.5104391648668105,internal,:a3363_13,20.98
to_a-3963,from_a-4272,13.89,1.6882649388048956,internal,:a3363_14,23.45
to_a-3963,from_a3963,3.65,0.39452054794520547,internal,:a3363_15,1.44
to_a-3963,d_a3363,1.0,1e-07,destination_node,to_a-3963_d_a3363,1e-07
from_a-3975,to_a-3975,13.89,13.65010799136069,real,a-3975,189.6
to_a-3975,from_a-3501,13.89,1.036717062634989,internal,:a3028_0,14.4
to_a-3975,from_a-3029,8.0,0.50875,internal,:a3028_1,4.07
to_a-3975,from_a3975,3.65,0.39452054794520547,internal,:a3028_2,1.44
to_a-3975,d_a3028,1.0,1e-07,destination_node,to_a-3975_d_a3028,1e-07
from_a-3985,to_a-3985,13.89,8.493160547156227,real,a-3985,117.97
to_a-3985,from_a-1908,5.47,1.780621572212066,internal,:a1907_12,9.74
to_a-3985,from_a-2286,13.42,1.247391952309985,internal,:a1907_13,16.74
to_a-3985,from_a4326,8.94,2.012304250559284,internal,:a1907_14,17.99
to_a-3985,from_a3985,3.65,0.39452054794520547,internal,:a1907_15,1.44
to_a-3985,d_a1907,1.0,1e-07,destination_node,to_a-3985_d_a1907,1e-07
from_a-3992,to_a-3992,13.89,6.681065514758819,real,a-3992,92.8
to_a-3992,from_a-3615,6.51,1.3870967741935483,internal,:a3614_0,9.03
to_a-3992,from_a-3985,13.89,1.3851691864650826,internal,:a3614_1,19.24
to_a-3992,from_a3994,8.71,0.5269804822043628,internal,:a3614_2,4.59
to_a-3992,from_a3992,3.65,0.39452054794520547,internal,:a3614_3,1.44
to_a-3992,d_a3614,1.0,1e-07,destination_node,to_a-3992_d_a3614,1e-07
from_a-3994,to_a-3994,13.89,12.998560115190784,real,a-3994,180.55
to_a-3994,from_a3992,7.65,1.684967320261438,internal,:a3614_4,12.89
to_a-3994,from_a-3615,13.89,1.3628509719222461,internal,:a3614_5,18.93
to_a-3994,from_a-3985,7.42,0.8086253369272237,internal,:a3614_6,6.0
to_a-3994,from_a3994,3.65,0.39452054794520547,internal,:a3614_7,1.44
to_a-3994,d_a3614,1.0,1e-07,destination_node,to_a-3994_d_a3614,1e-07
from_a-4102,to_a-4102,13.89,13.65010799136069,real,a-4102,189.6
to_a-4102,from_a4120,6.51,1.3870967741935483,internal,:a3626_4,9.03
to_a-4102,from_a4106,13.89,1.036717062634989,internal,:a3626_5,14.4
to_a-4102,from_a-3627,8.0,0.50875,internal,:a3626_6,4.07
to_a-4102,from_a4102,3.65,0.39452054794520547,internal,:a3626_7,1.44
to_a-4102,d_a3626,1.0,1e-07,destination_node,to_a-4102_d_a3626,1e-07
from_a-4106,to_a-4106,13.89,13.65010799136069,real,a-4106,189.6
to_a-4106,from_a-3627,6.51,1.3870967741935483,internal,:a3626_12,9.03
to_a-4106,from_a4102,13.89,1.036717062634989,internal,:a3626_13,14.4
to_a-4106,from_a4120,8.0,0.50875,internal,:a3626_14,4.07
to_a-4106,from_a4106,3.65,0.39452054794520547,internal,:a3626_15,1.44
to_a-4106,d_a3626,1.0,1e-07,destination_node,to_a-4106_d_a3626,1e-07
from_a-4120,to_a-4120,13.89,6.681065514758819,real,a-4120,92.8
to_a-4120,from_a4106,6.51,1.3870967741935483,internal,:a3626_0,9.03
to_a-4120,from_a-3627,13.89,1.036717062634989,internal,:a3626_1,14.4
to_a-4120,from_a4102,8.0,0.50875,internal,:a3626_2,4.07
to_a-4120,from_a4120,3.65,0.39452054794520547,internal,:a3626_3,1.44
to_a-4120,d_a3626,1.0,1e-07,destination_node,to_a-4120_d_a3626,1e-07
from_a-4228,to_a-4228,13.89,15.295176385889128,real,a-4228,212.45
to_a-4228,from_a-3317,10.84,1.8726937269372694,internal,:a3201_0,20.3
to_a-4228,from_a-3202,7.81,0.9090909090909091,internal,:a3201_1,7.1
to_a-4228,from_a4228,3.65,0.39452054794520547,internal,:a3201_2,1.44
to_a-4228,d_a3201,1.0,1e-07,destination_node,to_a-4228_d_a3201,1e-07
from_a-4261,to_a-4261,13.89,13.03599712023038,real,a-4261,181.07
to_a-4261,from_a-3339,6.22,1.779742765273312,internal,:a2774_0,11.07
to_a-4261,from_a-2775,13.89,1.6882649388048956,internal,:a2774_1,23.45
to_a-4261,from_a-3318,13.89,0.46652267818574517,internal,:a2774_2,6.48
to_a-4261,from_a-3850,7.42,0.8086253369272237,internal,:a2774_3,6.0
to_a-4261,from_a4261,3.65,0.39452054794520547,internal,:a2774_4,1.44
to_a-4261,d_a2774,1.0,1e-07,destination_node,to_a-4261_d_a2774,1e-07
from_a-4262,to_a-4262,13.89,15.295176385889128,real,a-4262,212.45
to_a-4262,from_a-3324,3.95,0.9139240506329113,internal,:a3323_1,3.61
to_a-4262,d_a3323,1.0,1e-07,destination_node,to_a-4262_d_a3323,1e-07
from_a-4267,to_a-4267,13.89,6.585313174946004,real,a-4267,91.47
to_a-4267,from_a-3852,6.51,1.3870967741935483,internal,:a3851_0,9.03
to_a-4267,from_a-4262,13.89,0.986321094312455,internal,:a3851_1,13.7
to_a-4267,from_a4267,3.65,0.39452054794520547,internal,:a3851_2,1.44
to_a-4267,d_a3851,1.0,1e-07,destination_node,to_a-4267_d_a3851,1e-07
from_a-4269,to_a-4269,13.89,8.953923686105112,real,a-4269,124.37
to_a-4269,from_a-3856,5.47,1.780621572212066,internal,:a3855_6,9.74
to_a-4269,from_a4270,8.54,1.9121779859484778,internal,:a3855_7,16.33
to_a-4269,from_a4269,3.65,0.35616438356164387,internal,:a3855_8,1.3
to_a-4269,d_a3855,1.0,1e-07,destination_node,to_a-4269_d_a3855,1e-07
from_a-4270,to_a-4270,13.89,9.241900647948164,real,a-4270,128.37
to_a-4270,from_a4269,9.73,2.2086330935251794,internal,:a3855_0,21.49
to_a-4270,from_a-3856,7.42,1.2789757412398923,internal,:a3855_1,9.49
to_a-4270,from_a4270,3.65,0.39452054794520547,internal,:a3855_2,1.44
to_a-4270,d_a3855,1.0,1e-07,destination_node,to_a-4270_d_a3855,1e-07
from_a-4272,to_a-4272,13.89,8.493160547156227,real,a-4272,117.97
to_a-4272,from_a-3362,8.54,1.9121779859484778,internal,:a3354_20,16.33
to_a-4272,from_a-3355,13.89,1.5104391648668105,internal,:a3354_21,20.98
to_a-4272,from_a4273,13.89,1.3851691864650826,internal,:a3354_22,19.24
to_a-4272,from_a4277,7.42,2.6024258760107815,internal,:a3354_23,19.31
to_a-4272,from_a4272,3.65,0.39452054794520547,internal,:a3354_24,1.44
to_a-4272,d_a3354,1.0,1e-07,destination_node,to_a-4272_d_a3354,1e-07
from_a-4273,to_a-4273,13.89,13.362131029517638,real,a-4273,185.6
to_a-4273,from_a4277,7.65,1.684967320261438,internal,:a3354_5,12.89
to_a-4273,from_a4272,13.42,1.247391952309985,internal,:a3354_6,16.74
to_a-4273,from_a-3362,13.89,1.3743700503959682,internal,:a3354_7,19.09
to_a-4273,from_a-3355,8.94,0.5134228187919463,internal,:a3354_8,4.59
to_a-4273,from_a4273,3.65,0.39452054794520547,internal,:a3354_9,1.44
to_a-4273,d_a3354,1.0,1e-07,destination_node,to_a-4273_d_a3354,1e-07
from_a-4277,to_a-4277,13.89,13.554355651547876,real,a-4277,188.27
to_a-4277,from_a4272,5.47,1.780621572212066,internal,:a3354_0,9.74
to_a-4277,from_a-3362,13.89,1.5104391648668105,internal,:a3354_1,20.98
to_a-4277,from_a-3355,13.89,1.6882649388048956,internal,:a3354_2,23.45
to_a-4277,from_a4273,8.94,0.6912751677852349,internal,:a3354_3,6.18
to_a-4277,from_a4277,3.65,0.39452054794520547,internal,:a3354_4,1.44
to_a-4277,d_a3354,1.0,1e-07,destination_node,to_a-4277_d_a3354,1e-07
from_a-4308,to_a-4308,13.89,13.73794096472282,real,a-4308,190.82
to_a-4308,from_a3467,5.74,1.5993031358885017,internal,:a326_5,9.18
to_a-4308,from_a454,13.89,1.3376529877609789,internal,:a326_6,18.58
to_a-4308,from_a-327,13.89,1.5046796256299495,internal,:a326_7,20.9
to_a-4308,from_a3485,8.42,0.5926365795724465,internal,:a326_8,4.99
to_a-4308,from_a4308,3.65,0.39452054794520547,internal,:a326_9,1.44
to_a-4308,d_a326,1.0,1e-07,destination_node,to_a-4308_d_a326,1e-07
from_a-4323,to_a-4323,13.89,13.50755939524838,real,a-4323,187.62
to_a-4323,from_a-3496,13.89,1.326133909287257,internal,:a3162_0,18.42
to_a-4323,from_a-3163,13.89,1.5046796256299495,internal,:a3162_1,20.9
to_a-4323,from_a-3184,11.43,0.4208223972003499,internal,:a3162_2,4.81
to_a-4323,from_a3606,7.61,0.607095926412615,internal,:a3162_3,4.62
to_a-4323,from_a4323,3.65,0.39452054794520547,internal,:a3162_4,1.44
to_a-4323,d_a3162,1.0,1e-07,destination_node,to_a-4323_d_a3162,1e-07
from_a-4326,to_a-4326,13.89,9.107271418286537,real,a-4326,126.5
to_a-4326,from_a3985,7.65,1.684967320261438,internal,:a1907_0,12.89
to_a-4326,from_a-1908,13.42,1.247391952309985,internal,:a1907_1,16.74
to_a-4326,from_a-2286,12.69,1.1749408983451537,internal,:a1907_2,14.91
to_a-4326,from_a4326,3.65,0.39452054794520547,internal,:a1907_3,1.44
to_a-4326,d_a1907,1.0,1e-07,destination_node,to_a-4326_d_a1907,1e-07
from_a-4332,to_a-4332,13.89,13.50755939524838,real,a-4332,187.62
to_a-4332,from_a3618,5.74,1.5993031358885017,internal,:a2626_0,9.18
to_a-4332,from_a-2627,13.89,1.0914326853851692,internal,:a2626_1,15.16
to_a-4332,from_a4332,3.65,0.39452054794520547,internal,:a2626_2,1.44
to_a-4332,d_a2626,1.0,1e-07,destination_node,to_a-4332_d_a2626,1e-07
from_a-4443,to_a-4443,13.89,6.681065514758819,real,a-4443,92.8
to_a-4443,from_a1763,9.42,1.3768577494692145,internal,:a1066_8,12.97
to_a-4443,from_a-1067,13.89,1.1792656587473,internal,:a1066_9,16.38
to_a-4443,from_a4455,8.0,0.50875,internal,:a1066_10,4.07
to_a-4443,from_a4443,3.65,0.39452054794520547,internal,:a1066_11,1.44
to_a-4443,d_a1066,1.0,1e-07,destination_node,to_a-4443_d_a1066,1e-07
from_a-4455,to_a-4455,13.89,6.681065514758819,real,a-4455,92.8
to_a-4455,from_a4443,6.51,1.3870967741935483,internal,:a1066_12,9.03
to_a-4455,from_a1763,13.89,1.2095032397408207,internal,:a1066_13,16.8
to_a-4455,from_a-1067,8.42,0.5178147268408552,internal,:a1066_14,4.36
to_a-4455,from_a4455,3.65,0.39452054794520547,internal,:a1066_15,1.44
to_a-4455,d_a1066,1.0,1e-07,destination_node,to_a-4455_d_a1066,1e-07
from_a-454,to_a-454,13.89,8.493160547156227,real,a-454,117.97
to_a-454,from_a-327,5.47,1.780621572212066,internal,:a326_20,9.74
to_a-454,from_a3485,13.42,1.247391952309985,internal,:a326_21,16.74
to_a-454,from_a4308,13.89,1.5183585313174945,internal,:a326_22,21.09
to_a-454,from_a3467,8.19,2.2698412698412698,internal,:a326_23,18.59
to_a-454,from_a454,3.65,0.39452054794520547,internal,:a326_24,1.44
to_a-454,d_a326,1.0,1e-07,destination_node,to_a-454_d_a326,1e-07
from_a-457,to_a-457,13.89,14.983441324694024,real,a-457,208.12
to_a-457,from_a1562,5.74,1.5993031358885017,internal,:a338_12,9.18
to_a-457,from_a3490,13.89,1.1036717062634989,internal,:a338_13,15.33
to_a-457,from_a-339,10.47,0.42215854823304677,internal,:a338_14,4.42
to_a-457,from_a457,3.65,0.39452054794520547,internal,:a338_15,1.44
to_a-457,d_a338,1.0,1e-07,destination_node,to_a-457_d_a338,1e-07
from_a-467,to_a-467,13.89,13.219582433405327,real,a-467,183.62
to_a-467,from_a-283,7.65,1.684967320261438,internal,:a282_20,12.89
to_a-467,from_a299,13.4,1.244776119402985,internal,:a282_21,16.68
to_a-467,from_a298,13.89,1.3628509719222461,internal,:a282_22,18.93
to_a-467,from_a-2509,8.0,0.50875,internal,:a282_23,4.07
to_a-467,from_a467,3.65,0.39452054794520547,internal,:a282_24,1.44
to_a-467,d_a282,1.0,1e-07,destination_node,to_a-467_d_a282,1e-07
from_a-47,to_a-47,13.89,5.836573074154067,real,a-47,81.07
to_a-47,from_a31,6.51,1.3870967741935483,internal,:a22_0,9.03
to_a-47,from_a37,13.89,1.036717062634989,internal,:a22_1,14.4
to_a-47,from_a-23,8.0,0.50875,internal,:a22_2,4.07
to_a-47,from_a47,3.65,0.39452054794520547,internal,:a22_3,1.44
to_a-47,d_a22,1.0,1e-07,destination_node,to_a-47_d_a22,1e-07
from_a-473,to_a-473,13.89,6.162706983441324,real,a-473,85.6
to_a-473,from_a23,6.51,1.3870967741935483,internal,:a10_0,9.03
to_a-473,from_a3194,13.89,1.036717062634989,internal,:a10_1,14.4
to_a-473,from_a-11,8.0,0.50875,internal,:a10_2,4.07
to_a-473,from_a473,3.65,0.39452054794520547,internal,:a10_3,1.44
to_a-473,d_a10,1.0,1e-07,destination_node,to_a-473_d_a10,1e-07
from_a-484,to_a-484,13.89,15.295176385889128,real,a-484,212.45
to_a-484,from_a-267,6.25,0.8528,internal,:a266_1,5.33
to_a-484,d_a266,1.0,1e-07,destination_node,to_a-484_d_a266,1e-07
from_a-490,to_a-490,13.89,6.162706983441324,real,a-490,85.6
to_a-490,from_a-484,9.42,1.3768577494692145,internal,:a466_12,12.97
to_a-490,from_a-467,13.89,1.1792656587473,internal,:a466_13,16.38
to_a-490,from_a496,8.0,0.50875,internal,:a466_14,4.07
to_a-490,from_a490,3.65,0.39452054794520547,internal,:a466_15,1.44
to_a-490,d_a466,1.0,1e-07,destination_node,to_a-490_d_a466,1e-07
from_a-496,to_a-496,13.89,13.03599712023038,real,a-496,181.07
to_a-496,from_a490,6.51,1.3870967741935483,internal,:a466_0,9.03
to_a-496,from_a-484,13.89,1.2095032397408207,internal,:a466_1,16.8
to_a-496,from_a-467,8.42,0.5178147268408552,internal,:a466_2,4.36
to_a-496,from_a496,3.65,0.39452054794520547,internal,:a466_3,1.44
to_a-496,d_a466,1.0,1e-07,destination_node,to_a-496_d_a466,1e-07
from_a-5,to_a-5,13.89,6.681065514758819,real,a-5,92.8
to_a-5,from_a15,6.51,1.3870967741935483,internal,:a1_4,9.03
to_a-5,from_a11,13.89,1.036717062634989,internal,:a1_5,14.4
to_a-5,from_a3,8.0,0.50875,internal,:a1_6,4.07
to_a-5,from_a5,3.65,0.39452054794520547,internal,:a1_7,1.44
to_a-5,d_a1,1.0,1e-07,destination_node,to_a-5_d_a1,1e-07
from_a-601,to_a-601,13.89,6.162706983441324,real,a-601,85.6
to_a-601,from_a-313,7.65,1.684967320261438,internal,:a46_5,12.89
to_a-601,from_a-299,13.4,1.244776119402985,internal,:a46_6,16.68
to_a-601,from_a-261,13.89,0.1475881929445644,internal,:a46_7,2.05
to_a-601,from_a-47,8.94,0.19574944071588368,internal,:a46_8,1.75
to_a-601,from_a601,3.65,0.3424657534246575,internal,:a46_9,1.25
to_a-601,d_a46,1.0,1e-07,destination_node,to_a-601_d_a46,1e-07
from_a-602,to_a-602,13.89,8.493160547156227,real,a-602,117.97
to_a-602,from_a654,5.47,1.780621572212066,internal,:a472_4,9.74
to_a-602,from_a-601,13.4,1.244776119402985,internal,:a472_5,16.68
to_a-602,from_a-473,13.89,0.32901367890568756,internal,:a472_6,4.57
to_a-602,from_a602,3.65,0.39452054794520547,internal,:a472_7,1.44
to_a-602,d_a472,1.0,1e-07,destination_node,to_a-602_d_a472,1e-07
from_a-654,to_a-654,13.89,12.710583153347732,real,a-654,176.55
to_a-654,from_a-601,7.65,1.684967320261438,internal,:a472_0,12.89
to_a-654,from_a-473,13.89,1.3628509719222461,internal,:a472_1,18.93
to_a-654,from_a602,7.42,0.8086253369272237,internal,:a472_2,6.0
to_a-654,from_a654,3.65,0.39452054794520547,internal,:a472_3,1.44
to_a-654,d_a472,1.0,1e-07,destination_node,to_a-654_d_a472,1e-07
from_a-768,to_a-768,13.89,13.362131029517638,real,a-768,185.6
to_a-768,from_a-457,8.48,1.222877358490566,internal,:a153_4,10.37
to_a-768,from_a769,13.89,1.3851691864650826,internal,:a153_5,19.24
to_a-768,from_a-154,8.94,0.5134228187919463,internal,:a153_6,4.59
to_a-768,from_a768,3.65,0.39452054794520547,internal,:a153_7,1.44
to_a-768,d_a153,1.0,1e-07,destination_node,to_a-768_d_a153,1e-07
from_a-769,to_a-769,13.89,8.493160547156227,real,a-769,117.97
to_a-769,from_a-154,5.47,1.780621572212066,internal,:a153_12,9.74
to_a-769,from_a768,13.42,1.247391952309985,internal,:a153_13,16.74
to_a-769,from_a-457,10.21,0.5053868756121449,internal,:a153_14,5.16
to_a-769,from_a769,3.65,0.39452054794520547,internal,:a153_15,1.44
to_a-769,d_a153,1.0,1e-07,destination_node,to_a-769_d_a153,1e-07
from_a-875,to_a-875,13.89,6.297336213102952,real,a-875,87.47
to_a-875,from_a-333,13.89,1.2275017998560116,internal,:a332_0,17.05
